content,category
Just finished a movie. How did yours go?,ham
Happy birthday! Hope you have a great day.,ham
Happy birthday! Hope you have a great day.,ham
WINNER! You've won $1000! Click secure-verify.com to claim your prize NOW!,spam
Just finished lunch. How did yours go?,ham
The report is ready. I'll send it by noon.,ham
URGENT: Your credit card has been locked. Verify at claim-now.net immediately.,spam
You have 1000 unclaimed. Click here: secure-verify.com,spam
Your loan has been approved for $500! Call 12345 now.,spam
Make $1000 from home! free iPhone. Visit secure-verify.com for details.,spam
Get vacation for only $1000! Offer expires soon. Order at bit.ly/xyz123.,spam
The report is ready. I'll send it by 2pm.,ham
Your loan has been approved for $750! Call 12345 now.,spam
FREE gift card! Limited time offer. Text WIN to 12345 now!,spam
Get gift card for only $1000! Offer expires soon. Order at tinyurl.com/abc.,spam
The report is ready. I'll send it by 2pm.,ham
Make $5000 from home! vacation package. Visit tinyurl.com/abc for details.,spam
The report is ready. I'll send it by 2pm.,ham
Just finished coffee. How did yours go?,ham
FREE laptop! Limited time offer. Text YES to 12345 now!,spam
Thanks for helping. Really appreciate it!,ham
FREE iPhone! Limited time offer. Text CLAIM to 555-0100 now!,spam
Congratulations! You've been selected for a cash reward. Reply with bank details to confirm.,spam
"Hey, are you free for coffee this next week?",ham
Looking forward to seeing you at the conference!,ham
FREE vacation! Limited time offer. Text WIN to 12345 now!,spam
Looking forward to seeing you at the conference!,ham
Get laptop for only $5000! Offer expires soon. Order at tinyurl.com/abc.,spam
Congratulations! You've been selected for a gift card. Reply with bank details to confirm.,spam
ALERT: Suspicious activity on your PayPal account. Confirm identity at tinyurl.com/abc.,spam
You have 10000 unclaimed. Click here: tinyurl.com/abc,spam
ALERT: Suspicious activity on your bank account. Confirm identity at tinyurl.com/abc.,spam
FREE vacation! Limited time offer. Text CLAIM to 12345 now!,spam
URGENT: Your email account has been compromised. Verify at claim-now.net immediately.,spam
ALERT: Suspicious activity on your bank account. Confirm identity at secure-verify.com.,spam
FREE vacation! Limited time offer. Text CLAIM to 12345 now!,spam
WINNER! You've won $10000! Click tinyurl.com/abc to claim your prize NOW!,spam
"Hey, are you free for a movie this Friday?",ham
Your loan has been approved for $500! Call 555-0100 now.,spam
Your loan has been approved for $1000! Call 555-0100 now.,spam
Thanks for helping. Really appreciate it!,ham
Just finished coffee. How did yours go?,ham
Thanks for the suggestion. Really appreciate it!,ham
Reminder: dinner is scheduled for Tuesday at noon.,ham
You have 500 unclaimed. Click here: claim-now.net,spam
Can you pick up dinner on your way home?,ham
Congratulations! You've been selected for a free iPhone. Reply with account number to confirm.,spam
Just finished coffee. How did yours go?,ham
Meeting scheduled for noon tomorrow. See you there!,ham
The report is ready. I'll send it by 10am.,ham
"Hey, are you free for a movie this the weekend?",ham
Thanks for your time. Really appreciate it!,ham
WINNER! You've won $10000! Click tinyurl.com/abc to claim your prize NOW!,spam
WINNER! You've won $5000! Click bit.ly/xyz123 to claim your prize NOW!,spam
Please review the proposal when you get a chance.,ham
You have 500 unclaimed. Click here: claim-now.net,spam
Hot singles in your area! Click claim-now.net to meet them today!,spam
Meeting scheduled for 10am tomorrow. See you there!,ham
Hot singles in your area! Click bit.ly/xyz123 to meet them today!,spam
Thanks for helping. Really appreciate it!,ham
FREE vacation! Limited time offer. Text WIN to 12345 now!,spam
"Hey, are you free for lunch this Friday?",ham
Looking forward to seeing you at dinner!,ham
Make $500 from home! gift card. Visit bit.ly/xyz123 for details.,spam
FREE iPhone! Limited time offer. Text CONFIRM to 555-0100 now!,spam
Please review the contract when you get a chance.,ham
Just finished lunch. How did yours go?,ham
"Hey, are you free for lunch this next week?",ham
Hot singles in your area! Click secure-verify.com to meet them today!,spam
Thanks for your time. Really appreciate it!,ham
Your loan has been approved for $5000! Call 555-0100 now.,spam
Get vacation for only $1000! Offer expires soon. Order at secure-verify.com.,spam
FREE laptop! Limited time offer. Text CLAIM to 12345 now!,spam
Just finished coffee. How did yours go?,ham
Please review the proposal when you get a chance.,ham
Happy Monday! Hope you have a great day.,ham
Looking forward to seeing you at dinner!,ham
Get vacation for only $1000! Offer expires soon. Order at tinyurl.com/abc.,spam
Can you pick up dinner on your way home?,ham
WINNER! You've won $500! Click claim-now.net to claim your prize NOW!,spam
Make $10000 from home! free iPhone. Visit bit.ly/xyz123 for details.,spam
Just finished a movie. How did yours go?,ham
Congratulations! You've been selected for a cash reward. Reply with account number to confirm.,spam
"Hey, are you free for coffee this Friday?",ham
Congratulations! You've been selected for a cash reward. Reply with your SSN to confirm.,spam
URGENT: Your credit card has been compromised. Verify at secure-verify.com immediately.,spam
Congratulations! You've been selected for a free iPhone. Reply with account number to confirm.,spam
Reminder: the meeting is scheduled for Tuesday at 10am.,ham
Just finished dinner. How did yours go?,ham
Happy anniversary! Hope you have a great day.,ham
Can you pick up dinner on your way home?,ham
Please review the contract when you get a chance.,ham
You have 1000 unclaimed. Click here: secure-verify.com,spam
Looking forward to seeing you at the conference!,ham
URGENT: Your credit card has been flagged. Verify at tinyurl.com/abc immediately.,spam
Reminder: the party is scheduled for Friday at 3:30pm.,ham
You have 2500 unclaimed. Click here: tinyurl.com/abc,spam
Just finished coffee. How did yours go?,ham
You have 1000 unclaimed. Click here: claim-now.net,spam
Just finished dinner. How did yours go?,ham
Looking forward to seeing you at the meeting!,ham
Your loan has been approved for $5000! Call 555-0100 now.,spam
Just finished lunch. How did yours go?,ham
Congratulations! You've been selected for a cash reward. Reply with account number to confirm.,spam
Meeting scheduled for 3:30pm tomorrow. See you there!,ham
Make $500 from home! gift card. Visit claim-now.net for details.,spam
Thanks for the suggestion. Really appreciate it!,ham
Meeting scheduled for 10am tomorrow. See you there!,ham
Looking forward to seeing you at the party!,ham
The report is ready. I'll send it by noon.,ham
Get gift card for only $500! Offer expires soon. Order at claim-now.net.,spam
Hot singles in your area! Click bit.ly/xyz123 to meet them today!,spam
WINNER! You've won $2500! Click tinyurl.com/abc to claim your prize NOW!,spam
"Hey, are you free for dinner this Friday?",ham
Your loan has been approved for $500! Call 555-0100 now.,spam
Meeting scheduled for 2pm tomorrow. See you there!,ham
FREE gift card! Limited time offer. Text WIN to 12345 now!,spam
Congratulations! You've been selected for a cash reward. Reply with your SSN to confirm.,spam
Get gift card for only $5000! Offer expires soon. Order at bit.ly/xyz123.,spam
Thanks for your time. Really appreciate it!,ham
Reminder: the meeting is scheduled for the weekend at 3:30pm.,ham
FREE iPhone! Limited time offer. Text CONFIRM to 88888 now!,spam
Your loan has been approved for $5000! Call 555-0100 now.,spam
"Hey, are you free for dinner this the weekend?",ham
Get iPhone for only $750! Offer expires soon. Order at claim-now.net.,spam
Get iPhone for only $1000! Offer expires soon. Order at bit.ly/xyz123.,spam
URGENT: Your bank account has been compromised. Verify at tinyurl.com/abc immediately.,spam
FREE gift card! Limited time offer. Text YES to 88888 now!,spam
WINNER! You've won $500! Click bit.ly/xyz123 to claim your prize NOW!,spam
WINNER! You've won $500! Click secure-verify.com to claim your prize NOW!,spam
The report is ready. I'll send it by noon.,ham
Your loan has been approved for $5000! Call 555-0100 now.,spam
You have 10000 unclaimed. Click here: secure-verify.com,spam
Your loan has been approved for $5000! Call 555-0100 now.,spam
Just finished lunch. How did yours go?,ham
ALERT: Suspicious activity on your credit card. Confirm identity at secure-verify.com.,spam
Reminder: the party is scheduled for next week at 3:30pm.,ham
FREE vacation! Limited time offer. Text CONFIRM to 12345 now!,spam
You have 500 unclaimed. Click here: tinyurl.com/abc,spam
Meeting scheduled for noon tomorrow. See you there!,ham
Make $5000 from home! vacation package. Visit tinyurl.com/abc for details.,spam
Happy anniversary! Hope you have a great day.,ham
Happy birthday! Hope you have a great day.,ham
ALERT: Suspicious activity on your email account. Confirm identity at bit.ly/xyz123.,spam
Congratulations! You've been selected for a cash reward. Reply with bank details to confirm.,spam
FREE laptop! Limited time offer. Text CONFIRM to 555-0100 now!,spam
Make $10000 from home! gift card. Visit tinyurl.com/abc for details.,spam
Hot singles in your area! Click claim-now.net to meet them today!,spam
Your loan has been approved for $5000! Call 12345 now.,spam
"Hey, are you free for a movie this next week?",ham
Meeting scheduled for 2pm tomorrow. See you there!,ham
Happy anniversary! Hope you have a great day.,ham
Can you pick up milk on your way home?,ham
The report is ready. I'll send it by 3:30pm.,ham
The report is ready. I'll send it by 3:30pm.,ham
URGENT: Your PayPal account has been locked. Verify at bit.ly/xyz123 immediately.,spam
URGENT: Your credit card has been flagged. Verify at tinyurl.com/abc immediately.,spam
The report is ready. I'll send it by 2pm.,ham
Meeting scheduled for 2pm tomorrow. See you there!,ham
Your loan has been approved for $10000! Call 88888 now.,spam
Make $10000 from home! cash reward. Visit tinyurl.com/abc for details.,spam
Make $10000 from home! cash reward. Visit bit.ly/xyz123 for details.,spam
Congratulations! You've been selected for a free iPhone. Reply with bank details to confirm.,spam
ALERT: Suspicious activity on your PayPal account. Confirm identity at secure-verify.com.,spam
Congratulations! You've been selected for a cash reward. Reply with your SSN to confirm.,spam
WINNER! You've won $5000! Click tinyurl.com/abc to claim your prize NOW!,spam
The report is ready. I'll send it by 10am.,ham
Get vacation for only $1000! Offer expires soon. Order at claim-now.net.,spam
FREE vacation! Limited time offer. Text YES to 88888 now!,spam
The report is ready. I'll send it by 10am.,ham
Make $5000 from home! vacation package. Visit bit.ly/xyz123 for details.,spam
Just finished coffee. How did yours go?,ham
Thanks for coming. Really appreciate it!,ham
The report is ready. I'll send it by 2pm.,ham
Just finished dinner. How did yours go?,ham
WINNER! You've won $5000! Click tinyurl.com/abc to claim your prize NOW!,spam
Just finished lunch. How did yours go?,ham
URGENT: Your PayPal account has been locked. Verify at bit.ly/xyz123 immediately.,spam
WINNER! You've won $2500! Click bit.ly/xyz123 to claim your prize NOW!,spam
Please review the proposal when you get a chance.,ham
Reminder: the meeting is scheduled for Friday at 2pm.,ham
Reminder: the conference is scheduled for Tuesday at 2pm.,ham
The report is ready. I'll send it by noon.,ham
Please review the proposal when you get a chance.,ham
Get laptop for only $500! Offer expires soon. Order at tinyurl.com/abc.,spam
Your loan has been approved for $10000! Call 12345 now.,spam
You have 500 unclaimed. Click here: tinyurl.com/abc,spam
"Hey, are you free for lunch this Tuesday?",ham
Please review the budget when you get a chance.,ham
WINNER! You've won $500! Click bit.ly/xyz123 to claim your prize NOW!,spam
WINNER! You've won $10000! Click secure-verify.com to claim your prize NOW!,spam
Hot singles in your area! Click tinyurl.com/abc to meet them today!,spam
Happy Monday! Hope you have a great day.,ham
Happy Monday! Hope you have a great day.,ham
Looking forward to seeing you at the conference!,ham
You have 500 unclaimed. Click here: bit.ly/xyz123,spam
Get iPhone for only $2500! Offer expires soon. Order at bit.ly/xyz123.,spam
Happy birthday! Hope you have a great day.,ham
Make $500 from home! free iPhone. Visit secure-verify.com for details.,spam
The report is ready. I'll send it by 2pm.,ham
Congratulations! You've been selected for a gift card. Reply with bank details to confirm.,spam
Reminder: the meeting is scheduled for Tuesday at 3:30pm.,ham
Your loan has been approved for $1000! Call 88888 now.,spam
Can you pick up the package on your way home?,ham
Please review the budget when you get a chance.,ham
The report is ready. I'll send it by 2pm.,ham
Can you pick up dinner on your way home?,ham
The report is ready. I'll send it by 10am.,ham
Please review the proposal when you get a chance.,ham
Thanks for coming. Really appreciate it!,ham
The report is ready. I'll send it by 2pm.,ham
URGENT: Your bank account has been compromised. Verify at secure-verify.com immediately.,spam
Can you pick up milk on your way home?,ham
Just finished coffee. How did yours go?,ham
WINNER! You've won $5000! Click secure-verify.com to claim your prize NOW!,spam
Make $750 from home! cash reward. Visit secure-verify.com for details.,spam
ALERT: Suspicious activity on your email account. Confirm identity at claim-now.net.,spam
Thanks for helping. Really appreciate it!,ham
"Hey, are you free for coffee this next week?",ham
Your loan has been approved for $10000! Call 555-0100 now.,spam
Make $2500 from home! gift card. Visit bit.ly/xyz123 for details.,spam
You have 1000 unclaimed. Click here: claim-now.net,spam
Get vacation for only $500! Offer expires soon. Order at tinyurl.com/abc.,spam
Make $2500 from home! vacation package. Visit tinyurl.com/abc for details.,spam
ALERT: Suspicious activity on your credit card. Confirm identity at bit.ly/xyz123.,spam
Your loan has been approved for $2500! Call 555-0100 now.,spam
Meeting scheduled for 3:30pm tomorrow. See you there!,ham
"Hey, are you free for coffee this Monday?",ham
Just finished a movie. How did yours go?,ham
Looking forward to seeing you at the conference!,ham
FREE laptop! Limited time offer. Text CONFIRM to 12345 now!,spam
Meeting scheduled for 3:30pm tomorrow. See you there!,ham
Make $500 from home! vacation package. Visit tinyurl.com/abc for details.,spam
URGENT: Your credit card has been suspended. Verify at bit.ly/xyz123 immediately.,spam
Your loan has been approved for $750! Call 88888 now.,spam
Please review the presentation when you get a chance.,ham
ALERT: Suspicious activity on your PayPal account. Confirm identity at claim-now.net.,spam
Congratulations! You've been selected for a free iPhone. Reply with credit card to confirm.,spam
The report is ready. I'll send it by 10am.,ham
Thanks for your time. Really appreciate it!,ham
The report is ready. I'll send it by 3:30pm.,ham
WINNER! You've won $500! Click secure-verify.com to claim your prize NOW!,spam
Get gift card for only $1000! Offer expires soon. Order at bit.ly/xyz123.,spam
Reminder: dinner is scheduled for the weekend at 10am.,ham
The report is ready. I'll send it by 3:30pm.,ham
Just finished coffee. How did yours go?,ham
Congratulations! You've been selected for a cash reward. Reply with bank details to confirm.,spam
URGENT: Your PayPal account has been suspended. Verify at tinyurl.com/abc immediately.,spam
The report is ready. I'll send it by 10am.,ham
Hot singles in your area! Click bit.ly/xyz123 to meet them today!,spam
The report is ready. I'll send it by noon.,ham
Make $500 from home! vacation package. Visit bit.ly/xyz123 for details.,spam
Just finished a movie. How did yours go?,ham
Thanks for coming. Really appreciate it!,ham
Please review the contract when you get a chance.,ham
Your loan has been approved for $500! Call 12345 now.,spam
Congratulations! You've been selected for a cash reward. Reply with bank details to confirm.,spam
Hot singles in your area! Click claim-now.net to meet them today!,spam
Hot singles in your area! Click claim-now.net to meet them today!,spam
WINNER! You've won $2500! Click claim-now.net to claim your prize NOW!,spam
Looking forward to seeing you at the party!,ham
Can you pick up groceries on your way home?,ham
Congratulations! You've been selected for a gift card. Reply with credit card to confirm.,spam
Reminder: dinner is scheduled for Friday at 3:30pm.,ham
Make $2500 from home! vacation package. Visit claim-now.net for details.,spam
You have 2500 unclaimed. Click here: tinyurl.com/abc,spam
Thanks for your time. Really appreciate it!,ham
"Hey, are you free for a movie this Friday?",ham
Get vacation for only $5000! Offer expires soon. Order at tinyurl.com/abc.,spam
Your loan has been approved for $10000! Call 555-0100 now.,spam
URGENT: Your bank account has been flagged. Verify at secure-verify.com immediately.,spam
FREE gift card! Limited time offer. Text YES to 88888 now!,spam
Please review the proposal when you get a chance.,ham
Just finished a movie. How did yours go?,ham
Just finished dinner. How did yours go?,ham
ALERT: Suspicious activity on your credit card. Confirm identity at claim-now.net.,spam
Can you pick up the package on your way home?,ham
WINNER! You've won $750! Click bit.ly/xyz123 to claim your prize NOW!,spam
Just finished a movie. How did yours go?,ham
Thanks for the suggestion. Really appreciate it!,ham
Happy birthday! Hope you have a great day.,ham
Make $500 from home! free iPhone. Visit secure-verify.com for details.,spam
"Hey, are you free for a movie this Tuesday?",ham
The report is ready. I'll send it by 10am.,ham
Get laptop for only $10000! Offer expires soon. Order at secure-verify.com.,spam
Thanks for coming. Really appreciate it!,ham
Make $5000 from home! free iPhone. Visit claim-now.net for details.,spam
Make $500 from home! gift card. Visit secure-verify.com for details.,spam
Get vacation for only $10000! Offer expires soon. Order at bit.ly/xyz123.,spam
Looking forward to seeing you at the conference!,ham
Congratulations! You've been selected for a vacation package. Reply with your SSN to confirm.,spam
Looking forward to seeing you at dinner!,ham
"Hey, are you free for coffee this Tuesday?",ham
Meeting scheduled for 10am tomorrow. See you there!,ham
Please review the presentation when you get a chance.,ham
Reminder: dinner is scheduled for Tuesday at 2pm.,ham
URGENT: Your email account has been suspended. Verify at secure-verify.com immediately.,spam
"Hey, are you free for dinner this next week?",ham
WINNER! You've won $500! Click secure-verify.com to claim your prize NOW!,spam
Hot singles in your area! Click claim-now.net to meet them today!,spam
Congratulations! You've been selected for a vacation package. Reply with credit card to confirm.,spam
Just finished dinner. How did yours go?,ham
Happy birthday! Hope you have a great day.,ham
URGENT: Your credit card has been compromised. Verify at tinyurl.com/abc immediately.,spam
ALERT: Suspicious activity on your credit card. Confirm identity at claim-now.net.,spam
Get vacation for only $500! Offer expires soon. Order at claim-now.net.,spam
Looking forward to seeing you at the party!,ham
"Hey, are you free for lunch this the weekend?",ham
Your loan has been approved for $500! Call 88888 now.,spam
Congratulations! You've been selected for a gift card. Reply with account number to confirm.,spam
Just finished lunch. How did yours go?,ham
Congratulations! You've been selected for a cash reward. Reply with your SSN to confirm.,spam
ALERT: Suspicious activity on your credit card. Confirm identity at claim-now.net.,spam
Please review the contract when you get a chance.,ham
ALERT: Suspicious activity on your credit card. Confirm identity at secure-verify.com.,spam
Can you pick up milk on your way home?,ham
The report is ready. I'll send it by 2pm.,ham
Make $5000 from home! vacation package. Visit tinyurl.com/abc for details.,spam
Please review the proposal when you get a chance.,ham
Get gift card for only $10000! Offer expires soon. Order at tinyurl.com/abc.,spam
Congratulations! You've been selected for a free iPhone. Reply with credit card to confirm.,spam
WINNER! You've won $500! Click claim-now.net to claim your prize NOW!,spam
Reminder: the conference is scheduled for the weekend at 10am.,ham
Make $500 from home! free iPhone. Visit claim-now.net for details.,spam
Hot singles in your area! Click claim-now.net to meet them today!,spam
Happy birthday! Hope you have a great day.,ham
ALERT: Suspicious activity on your bank account. Confirm identity at secure-verify.com.,spam
Happy birthday! Hope you have a great day.,ham
The report is ready. I'll send it by 3:30pm.,ham
WINNER! You've won $500! Click claim-now.net to claim your prize NOW!,spam
Get gift card for only $2500! Offer expires soon. Order at claim-now.net.,spam
WINNER! You've won $750! Click tinyurl.com/abc to claim your prize NOW!,spam
Hot singles in your area! Click bit.ly/xyz123 to meet them today!,spam
Happy Monday! Hope you have a great day.,ham
Meeting scheduled for noon tomorrow. See you there!,ham
The report is ready. I'll send it by 3:30pm.,ham
WINNER! You've won $1000! Click bit.ly/xyz123 to claim your prize NOW!,spam
FREE iPhone! Limited time offer. Text WIN to 555-0100 now!,spam
Hot singles in your area! Click bit.ly/xyz123 to meet them today!,spam
Your loan has been approved for $500! Call 555-0100 now.,spam
Make $1000 from home! free iPhone. Visit bit.ly/xyz123 for details.,spam
Looking forward to seeing you at the party!,ham
FREE iPhone! Limited time offer. Text CLAIM to 12345 now!,spam
Looking forward to seeing you at the party!,ham
Just finished a movie. How did yours go?,ham
ALERT: Suspicious activity on your PayPal account. Confirm identity at tinyurl.com/abc.,spam
The report is ready. I'll send it by 2pm.,ham
FREE vacation! Limited time offer. Text CONFIRM to 555-0100 now!,spam
Your loan has been approved for $1000! Call 555-0100 now.,spam
ALERT: Suspicious activity on your bank account. Confirm identity at bit.ly/xyz123.,spam
FREE vacation! Limited time offer. Text WIN to 12345 now!,spam
Get vacation for only $500! Offer expires soon. Order at claim-now.net.,spam
Reminder: the meeting is scheduled for Tuesday at noon.,ham
Just finished dinner. How did yours go?,ham
Looking forward to seeing you at the conference!,ham
Looking forward to seeing you at the party!,ham
Looking forward to seeing you at the meeting!,ham
You have 2500 unclaimed. Click here: tinyurl.com/abc,spam
Just finished lunch. How did yours go?,ham
Just finished dinner. How did yours go?,ham
Can you pick up groceries on your way home?,ham
Happy Monday! Hope you have a great day.,ham
Congratulations! You've been selected for a vacation package. Reply with your SSN to confirm.,spam
Happy birthday! Hope you have a great day.,ham
Meeting scheduled for 10am tomorrow. See you there!,ham
Congratulations! You've been selected for a vacation package. Reply with your SSN to confirm.,spam
Thanks for the suggestion. Really appreciate it!,ham
Happy birthday! Hope you have a great day.,ham
"Hey, are you free for lunch this Friday?",ham
Just finished dinner. How did yours go?,ham
You have 5000 unclaimed. Click here: tinyurl.com/abc,spam
Thanks for the suggestion. Really appreciate it!,ham
URGENT: Your PayPal account has been locked. Verify at secure-verify.com immediately.,spam
Reminder: the meeting is scheduled for Friday at 10am.,ham
Thanks for helping. Really appreciate it!,ham
WINNER! You've won $2500! Click secure-verify.com to claim your prize NOW!,spam
WINNER! You've won $750! Click secure-verify.com to claim your prize NOW!,spam
URGENT: Your credit card has been locked. Verify at bit.ly/xyz123 immediately.,spam
Thanks for coming. Really appreciate it!,ham
Your loan has been approved for $500! Call 88888 now.,spam
Meeting scheduled for noon tomorrow. See you there!,ham
FREE gift card! Limited time offer. Text CONFIRM to 88888 now!,spam
Make $2500 from home! free iPhone. Visit bit.ly/xyz123 for details.,spam
Hot singles in your area! Click bit.ly/xyz123 to meet them today!,spam
Can you pick up dinner on your way home?,ham
URGENT: Your bank account has been flagged. Verify at claim-now.net immediately.,spam
Can you pick up milk on your way home?,ham
You have 750 unclaimed. Click here: tinyurl.com/abc,spam
Meeting scheduled for 2pm tomorrow. See you there!,ham
"Hey, are you free for lunch this Friday?",ham
Just finished lunch. How did yours go?,ham
Just finished lunch. How did yours go?,ham
Hot singles in your area! Click secure-verify.com to meet them today!,spam
The report is ready. I'll send it by 2pm.,ham
The report is ready. I'll send it by noon.,ham
Your loan has been approved for $500! Call 12345 now.,spam
"Hey, are you free for coffee this the weekend?",ham
The report is ready. I'll send it by 2pm.,ham
Just finished lunch. How did yours go?,ham
Reminder: the conference is scheduled for the weekend at 10am.,ham
Congratulations! You've been selected for a gift card. Reply with bank details to confirm.,spam
Happy birthday! Hope you have a great day.,ham
Thanks for your time. Really appreciate it!,ham
"Hey, are you free for a movie this Friday?",ham
ALERT: Suspicious activity on your email account. Confirm identity at secure-verify.com.,spam
Congratulations! You've been selected for a gift card. Reply with credit card to confirm.,spam
ALERT: Suspicious activity on your bank account. Confirm identity at claim-now.net.,spam
Reminder: dinner is scheduled for Tuesday at 3:30pm.,ham
The report is ready. I'll send it by 2pm.,ham
Meeting scheduled for 3:30pm tomorrow. See you there!,ham
Thanks for the suggestion. Really appreciate it!,ham
Thanks for your time. Really appreciate it!,ham
Your loan has been approved for $10000! Call 555-0100 now.,spam
Just finished a movie. How did yours go?,ham
Get laptop for only $500! Offer expires soon. Order at claim-now.net.,spam
Your loan has been approved for $1000! Call 12345 now.,spam
Make $500 from home! free iPhone. Visit secure-verify.com for details.,spam
Please review the budget when you get a chance.,ham
Can you pick up groceries on your way home?,ham
Meeting scheduled for 10am tomorrow. See you there!,ham
Get gift card for only $10000! Offer expires soon. Order at secure-verify.com.,spam
Can you pick up groceries on your way home?,ham
Meeting scheduled for 10am tomorrow. See you there!,ham
WINNER! You've won $750! Click tinyurl.com/abc to claim your prize NOW!,spam
Happy anniversary! Hope you have a great day.,ham
Can you pick up dinner on your way home?,ham
Make $5000 from home! vacation package. Visit claim-now.net for details.,spam
Congratulations! You've been selected for a vacation package. Reply with your SSN to confirm.,spam
ALERT: Suspicious activity on your credit card. Confirm identity at secure-verify.com.,spam
FREE vacation! Limited time offer. Text YES to 88888 now!,spam
FREE iPhone! Limited time offer. Text YES to 12345 now!,spam
Congratulations! You've been selected for a gift card. Reply with bank details to confirm.,spam
FREE laptop! Limited time offer. Text WIN to 88888 now!,spam
ALERT: Suspicious activity on your credit card. Confirm identity at secure-verify.com.,spam
URGENT: Your PayPal account has been compromised. Verify at claim-now.net immediately.,spam
Thanks for the suggestion. Really appreciate it!,ham
FREE laptop! Limited time offer. Text CONFIRM to 12345 now!,spam
Get laptop for only $5000! Offer expires soon. Order at secure-verify.com.,spam
Happy Monday! Hope you have a great day.,ham
ALERT: Suspicious activity on your bank account. Confirm identity at tinyurl.com/abc.,spam
The report is ready. I'll send it by 10am.,ham
Please review the contract when you get a chance.,ham
Happy anniversary! Hope you have a great day.,ham
ALERT: Suspicious activity on your email account. Confirm identity at tinyurl.com/abc.,spam
URGENT: Your credit card has been locked. Verify at claim-now.net immediately.,spam
Please review the proposal when you get a chance.,ham
Looking forward to seeing you at the party!,ham
Hot singles in your area! Click tinyurl.com/abc to meet them today!,spam
Just finished dinner. How did yours go?,ham
WINNER! You've won $750! Click claim-now.net to claim your prize NOW!,spam
"Hey, are you free for lunch this Tuesday?",ham
Your loan has been approved for $500! Call 88888 now.,spam
Get iPhone for only $2500! Offer expires soon. Order at bit.ly/xyz123.,spam
Hot singles in your area! Click secure-verify.com to meet them today!,spam
ALERT: Suspicious activity on your credit card. Confirm identity at bit.ly/xyz123.,spam
The report is ready. I'll send it by 2pm.,ham
Get laptop for only $500! Offer expires soon. Order at tinyurl.com/abc.,spam
The report is ready. I'll send it by 2pm.,ham
WINNER! You've won $5000! Click claim-now.net to claim your prize NOW!,spam
URGENT: Your PayPal account has been locked. Verify at claim-now.net immediately.,spam
Reminder: the party is scheduled for the weekend at 10am.,ham
WINNER! You've won $5000! Click secure-verify.com to claim your prize NOW!,spam
Make $750 from home! vacation package. Visit claim-now.net for details.,spam
Hot singles in your area! Click tinyurl.com/abc to meet them today!,spam
Please review the proposal when you get a chance.,ham
URGENT: Your PayPal account has been suspended. Verify at tinyurl.com/abc immediately.,spam
Make $5000 from home! vacation package. Visit tinyurl.com/abc for details.,spam
Make $10000 from home! gift card. Visit bit.ly/xyz123 for details.,spam
Get iPhone for only $5000! Offer expires soon. Order at tinyurl.com/abc.,spam
The report is ready. I'll send it by 3:30pm.,ham
Get vacation for only $2500! Offer expires soon. Order at bit.ly/xyz123.,spam
Hot singles in your area! Click bit.ly/xyz123 to meet them today!,spam
Thanks for helping. Really appreciate it!,ham
The report is ready. I'll send it by 3:30pm.,ham
You have 750 unclaimed. Click here: secure-verify.com,spam
Congratulations! You've been selected for a gift card. Reply with credit card to confirm.,spam
Please review the budget when you get a chance.,ham
Please review the presentation when you get a chance.,ham
ALERT: Suspicious activity on your PayPal account. Confirm identity at claim-now.net.,spam
"Hey, are you free for dinner this Tuesday?",ham
Can you pick up dinner on your way home?,ham
Meeting scheduled for 3:30pm tomorrow. See you there!,ham
The report is ready. I'll send it by 2pm.,ham
Meeting scheduled for 10am tomorrow. See you there!,ham
Happy birthday! Hope you have a great day.,ham
Hot singles in your area! Click tinyurl.com/abc to meet them today!,spam
Hot singles in your area! Click claim-now.net to meet them today!,spam
Just finished dinner. How did yours go?,ham
Reminder: the party is scheduled for Tuesday at 3:30pm.,ham
FREE iPhone! Limited time offer. Text CLAIM to 555-0100 now!,spam
Just finished a movie. How did yours go?,ham
Meeting scheduled for noon tomorrow. See you there!,ham
ALERT: Suspicious activity on your bank account. Confirm identity at bit.ly/xyz123.,spam
"Hey, are you free for lunch this Friday?",ham
Looking forward to seeing you at the party!,ham
ALERT: Suspicious activity on your credit card. Confirm identity at bit.ly/xyz123.,spam
FREE laptop! Limited time offer. Text CLAIM to 555-0100 now!,spam
Reminder: the party is scheduled for Friday at 3:30pm.,ham
Make $10000 from home! vacation package. Visit bit.ly/xyz123 for details.,spam
Reminder: the party is scheduled for Friday at noon.,ham
Make $5000 from home! gift card. Visit tinyurl.com/abc for details.,spam
Congratulations! You've been selected for a gift card. Reply with credit card to confirm.,spam
"Hey, are you free for dinner this the weekend?",ham
You have 750 unclaimed. Click here: secure-verify.com,spam
You have 750 unclaimed. Click here: claim-now.net,spam
Can you pick up dinner on your way home?,ham
You have 500 unclaimed. Click here: tinyurl.com/abc,spam
"Hey, are you free for a movie this Friday?",ham
You have 750 unclaimed. Click here: secure-verify.com,spam
Happy Monday! Hope you have a great day.,ham
Your loan has been approved for $2500! Call 12345 now.,spam
URGENT: Your PayPal account has been locked. Verify at claim-now.net immediately.,spam
"Hey, are you free for lunch this next week?",ham
Hot singles in your area! Click claim-now.net to meet them today!,spam
Congratulations! You've been selected for a free iPhone. Reply with your SSN to confirm.,spam
You have 500 unclaimed. Click here: secure-verify.com,spam
ALERT: Suspicious activity on your bank account. Confirm identity at secure-verify.com.,spam
Looking forward to seeing you at the conference!,ham
